ZEIT;RAUM;MERKMAL;WERT
2021;95 Hiltrup-Ost;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.88
2014;11 Aegidii;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.88
2022;86 Angelmodde;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.88
2021;68 Sprakel;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.88
2022;77 Handorf;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.87
2020;34 Düesberg;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.87
2017;7 Münster-Ost;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.86
2021;57 Roxel;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.86
2019;82 Gremmendorf-Ost;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.86
2021;25 Mauritz-West;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.86
2021;Münster. Gesamtstadt;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.85
2015;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.85
2020;62 Kinderhaus-Ost;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.85
2018;71 Mauritz-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.85
2018;7 Münster-Ost;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.84
2014;54 Mecklenbeck;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.84
2017;71 Mauritz-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.84
2018;7 Münster-Ost;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2018;7 Münster-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2019;76 Gelmer-Dyckburg;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.83
2019;86 Angelmodde;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.83
2014;87 Wolbeck;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2015;43 Hafen;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2019;24 Hansaplatz;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2016;31 Aaseestadt;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.83
2015;76 Gelmer-Dyckburg;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.83
2021;57 Roxel;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.82
2022;34 Düesberg;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.82
2014;58 Nienberge;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.81
2015;57 Roxel;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.81
2020;82 Gremmendorf-Ost;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.81
2015;58 Nienberge;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.81
2016;47 Uppenberg;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.81
2021;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.81
2015;22 Josef;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.8
2014;45 Mauritz-Mitte;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.8
2014;47 Uppenberg;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.8
2020;96 Hiltrup-Mitte;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.8
2014;57 Roxel;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.8
2022;7 Münster-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.79
2015;87 Wolbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.79
2022;86 Angelmodde;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.79
2019;57 Roxel;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.79
2016;98 Amelsbüren;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.78
2021;24 Hansaplatz;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.78
2020;25 Mauritz-West;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.78
2014;31 Aaseestadt;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.77
2014;54 Mecklenbeck;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.77
2015;44 Herz-Jesu;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.77
2019;33 Schützenhof;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.77
2021;57 Roxel;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.77
2015;68 Sprakel;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.76
2019;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.76
2022;44 Herz-Jesu;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.76
2014;77 Handorf;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.76
2016;57 Roxel;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.76
2018;62 Kinderhaus-Ost;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.76
2017;77 Handorf;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.75
2020;24 Hansaplatz;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.75
2022;31 Aaseestadt;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.74
2021;44 Herz-Jesu;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.74
2022;56 Albachten;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.74
2021;86 Angelmodde;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.74
2022;25 Mauritz-West;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.72
2018;62 Kinderhaus-Ost;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.72
2014;26 Schlachthof;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.72
2016;44 Herz-Jesu;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.72
2016;46 Rumphorst;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.72
2016;71 Mauritz-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.72
2020;34 Düesberg;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.71
2020;77 Handorf;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.71
2022;14 Buddenturm;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.71
2022;95 Hiltrup-Ost;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.71
2015;86 Angelmodde;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.71
2016;8 Münster-Südost;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.7
2016;34 Düesberg;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.7
2021;77 Handorf;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.7
2014;54 Mecklenbeck;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.7
2022;87 Wolbeck;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.69
2016;22 Josef;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.69
2022;86 Angelmodde;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.69
2022;5 Münster-West;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.68
2015;34 Düesberg;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.68
2019;23 Bahnhof;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.68
2017;29 Schloss;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.68
2021;95 Hiltrup-Ost;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.68
2015;81 Gremmendorf-West;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.68
2016;23 Bahnhof;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.68
2018;62 Kinderhaus-Ost;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.68
2015;57 Roxel;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.68
2022;7 Münster-Ost;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.67
2022;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.67
2022;26 Schlachthof;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.67
2018;23 Bahnhof;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.66
2022;76 Gelmer-Dyckburg;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.66
2022;82 Gremmendorf-Ost;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.66
2015;11 Aegidii;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.65
2019;29 Schloss;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.65
2020;45 Mauritz-Mitte;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.65
2017;1 Münster-Mitte;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.64
2017;5 Münster-West;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.64
2019;31 Aaseestadt;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.63
2019;77 Handorf;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.63
2015;87 Wolbeck;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.62
2015;14 Buddenturm;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;5.62
2022;87 Wolbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.61
2020;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.6
2016;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.6
2020;33 Schützenhof;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.6
2021;58 Nienberge;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.6
2019;7 Münster-Ost;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.59
2015;56 Albachten;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.59
2017;34 Düesberg;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.59
2019;86 Angelmodde;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.59
2017;5 Münster-West;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
2014;1 Münster-Mitte;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
2021;86 Angelmodde;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;5.58
2016;43 Hafen;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
2021;33 Schützenhof;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
2016;23 Bahnhof;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
2017;98 Amelsbüren;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;5.58
